"date","number","category","rank","songId"
"2025-08-03","17","national","1","unclasico-b17f0c89df"
"2025-08-03","17","national","2","yaloves-2c4b523d6d"
"2025-08-03","17","national","3","quehago-96015e81a0"
"2025-08-03","17","national","4","tactoquellegoelreparto-4a3c7212e1"
"2025-08-03","17","national","5","quetevayabien-64c66e3ede"
"2025-08-03","17","national","6","amante-738a8171be"
"2025-08-03","17","national","7","nosvamos-ec606a101a"
"2025-08-03","17","national","8","mananateolvido-fd0e38bcef"
"2025-08-03","17","national","9","orgullo-b3c9292d7e"
"2025-08-03","17","national","10","morena-080c0333b6"
"2025-08-03","17","international","1","volver-d3eaababf5"
"2025-08-03","17","international","2","elcielo-6db5846b8d"
"2025-08-03","17","international","3","memuevo-81b30013f0"
"2025-08-03","17","international","4","senorbendito-2a53bceed4"
"2025-08-03","17","international","5","abracadabra-bb79c22368"
"2025-08-03","17","international","6","papasito-18c5517d39"
"2025-08-03","17","international","7","enprivado-5ab8bfd761"
"2025-08-03","17","international","8","cosaspendientes-19b5711dc3"
"2025-08-03","17","international","9","azizam-2ccfa1c603"
"2025-08-03","17","international","10","diamante-0ccb388dbf"
