"date","number","category","rank","songId"
"2025-05-04","10","national","1","portuculpa-2f7567505f"
"2025-05-04","10","national","2","orgullo-b3c9292d7e"
"2025-05-04","10","national","3","asicomoyo-0146c89ab8"
"2025-05-04","10","national","4","bonita-1fa820b1b1"
"2025-05-04","10","national","5","unclasico-b17f0c89df"
"2025-05-04","10","national","6","tactoquellegoelreparto-4a3c7212e1"
"2025-05-04","10","national","7","yaloves-2c4b523d6d"
"2025-05-04","10","national","8","yojala-0d25f869e9"
"2025-05-04","10","national","9","novolvere-e0a0da09f5"
"2025-05-04","10","national","10","todoelmundobailando-c00363a787"
"2025-05-04","10","international","1","dondeestabas-fdb3c1f87c"
"2025-05-04","10","international","2","cosaspendientes-19b5711dc3"
"2025-05-04","10","international","3","abracadabra-bb79c22368"
"2025-05-04","10","international","4","paquevolviste-a615566d6e"
"2025-05-04","10","international","5","apt-aa4359c93f"
"2025-05-04","10","international","6","bzrpmusicsessionsvol61-3f2dc8046c"
"2025-05-04","10","international","7","elcielo-6db5846b8d"
"2025-05-04","10","international","8","efimero-228d78e0fc"
"2025-05-04","10","international","9","volver-d3eaababf5"
"2025-05-04","10","international","10","enprivado-5ab8bfd761"
