"date","number","category","rank","songId"
"2025-07-20","16","national","1","tactoquellegoelreparto-4a3c7212e1"
"2025-07-20","16","national","2","unclasico-b17f0c89df"
"2025-07-20","16","national","3","yaloves-2c4b523d6d"
"2025-07-20","16","national","4","quehago-96015e81a0"
"2025-07-20","16","national","5","quetevayabien-64c66e3ede"
"2025-07-20","16","national","6","amante-738a8171be"
"2025-07-20","16","national","7","orgullo-b3c9292d7e"
"2025-07-20","16","national","8","nosvamos-ec606a101a"
"2025-07-20","16","national","9","mananateolvido-fd0e38bcef"
"2025-07-20","16","national","10","bonita-1fa820b1b1"
"2025-07-20","16","international","1","abracadabra-bb79c22368"
"2025-07-20","16","international","2","elcielo-6db5846b8d"
"2025-07-20","16","international","3","volver-d3eaababf5"
"2025-07-20","16","international","4","cosaspendientes-19b5711dc3"
"2025-07-20","16","international","5","enprivado-5ab8bfd761"
"2025-07-20","16","international","6","memuevo-81b30013f0"
"2025-07-20","16","international","7","senorbendito-2a53bceed4"
"2025-07-20","16","international","8","diamante-0ccb388dbf"
"2025-07-20","16","international","9","papasito-18c5517d39"
"2025-07-20","16","international","10","azizam-2ccfa1c603"
