"date","number","category","rank","songId"
"2025-01-12","1","national","1","todoelmundobailando-c00363a787"
"2025-01-12","1","national","2","losbesosquetedi-f1fa430ac3"
"2025-01-12","1","national","3","catalina-3a0e88846e"
"2025-01-12","1","national","4","asicomoyo-0146c89ab8"
"2025-01-12","1","national","5","lavidabailando-82797dc147"
"2025-01-12","1","national","6","yojala-0d25f869e9"
"2025-01-12","1","national","7","bailandosuave-3b016b3ed0"
"2025-01-12","1","national","8","silencioremix-df7b7a94c2"
"2025-01-12","1","national","9","portuculpa-2f7567505f"
"2025-01-12","1","national","10","fiestando-faff8dfb4b"
"2025-01-12","1","international","1","soltera-af2453ae86"
"2025-01-12","1","international","2","lifetimes-d3b5643c3f"
"2025-01-12","1","international","3","apt-aa4359c93f"
"2025-01-12","1","international","4","caritatriste-b08e70e7e1"
"2025-01-12","1","international","5","uwaie-85b324d262"
"2025-01-12","1","international","6","diewithasmile-48d8a6a8fc"
"2025-01-12","1","international","7","ohnana-e092d936f3"
"2025-01-12","1","international","8","necessito-0aa1136034"
"2025-01-12","1","international","9","dondeestabas-fdb3c1f87c"
"2025-01-12","1","international","10","iadoreyou-98ae7ea0e6"
