"date","number","category","rank","songId"
"2024-07-28","25","national","1","fuerafuera-7146038232"
"2024-07-28","25","national","2","noteinstales-0c505ecf21"
"2024-07-28","25","national","3","catalina-3a0e88846e"
"2024-07-28","25","national","4","elamorqueespere-86e71a5cbb"
"2024-07-28","25","national","5","elwhatsapp-7a05174f95"
"2024-07-28","25","national","6","lasredes-b5eadcc555"
"2024-07-28","25","national","7","silencioremix-df7b7a94c2"
"2024-07-28","25","national","8","blablabla-b04f4e20be"
"2024-07-28","25","national","9","cuentale-8216aa7188"
"2024-07-28","25","national","10","dilealamor-563b60e9a8"
"2024-07-28","25","international","1","punteria-1ef0e937a3"
"2024-07-28","25","international","2","fortnightcyrilremix-227943921e"
"2024-07-28","25","international","3","roma-96d5a4f6be"
"2024-07-28","25","international","4","aleale-0b7563c0ba"
"2024-07-28","25","international","5","espresso-850bade631"
"2024-07-28","25","international","6","salvame-5fdc541db8"
"2024-07-28","25","international","7","doctorworkitout-428bd0cf68"
"2024-07-28","25","international","8","touchingthesky-93fc355bcf"
"2024-07-28","25","international","9","beautifulthings-76867bed2c"
"2024-07-28","25","international","10","siantestehubieraconocido-a684e71094"
