"date","number","category","rank","songId"
"2024-01-28","3","national","1","quevivaelamor-2a6642efed"
"2024-01-28","3","national","2","cupr-151fc14e7f"
"2024-01-28","3","national","3","nuncateolvidare-442ab8b88b"
"2024-01-28","3","national","4","unacopiademi-874f23c606"
"2024-01-28","3","national","5","salsakuduro-c13ddcca85"
"2024-01-28","3","national","6","masqueamigos-fcd34715fd"
"2024-01-28","3","national","7","muertofritoyderretido-2b8c5876c2"
"2024-01-28","3","national","8","tedigoadioscumbia-7a0cc06fea"
"2024-01-28","3","national","9","modovanvan-c3ec2d04af"
"2024-01-28","3","national","10","cuentale-8216aa7188"
"2024-01-28","3","international","1","houdini-41ab2783fc"
"2024-01-28","3","international","2","bonita-7e06d87ca1"
"2024-01-28","3","international","3","miexteniarazon-e14de01b6e"
"2024-01-28","3","international","4","vocation-a1301068d1"
"2024-01-28","3","international","5","miamor-75e80a9d85"
"2024-01-28","3","international","6","desire-b900629306"
"2024-01-28","3","international","7","asieslavida-512b6e244f"
"2024-01-28","3","international","8","handsonme-f8e1028364"
"2024-01-28","3","international","9","yanoteextrano-d54e16679f"
"2024-01-28","3","international","10","youngmikobzrpmusicsessionsvol58-8f3d7a3efd"
