"date","number","category","rank","songId"
"2026-07-26","28","national","1","tutienesalgo-f736eae719"
"2026-07-26","28","national","2","elchiquitico-b9b4ac9465"
"2026-07-26","28","national","3","sinti-b5cf6d0f05"
"2026-07-26","28","national","4","farandula-cf2bfc3eb2"
"2026-07-26","28","national","5","sinofueraporti-650a0054d2"
"2026-07-26","28","national","6","cualquierasalsaversion-35bbdc0b45"
"2026-07-26","28","national","7","nohepodidoolvidarte-8a65d99de0"
"2026-07-26","28","national","8","cumbiadelosamigos-bdfca40685"
"2026-07-26","28","national","9","namore-a9143f5cf2"
"2026-07-26","28","national","10","nadiecomotu-5461ce5be2"
"2026-07-26","28","international","1","daidai-bce248570a"
"2026-07-26","28","international","2","dandovueltas-61ea5b6f1f"
"2026-07-26","28","international","3","tehacenfaltados-39cb9c7329"
"2026-07-26","28","international","4","lovepatinohay-1c6dfaf245"
"2026-07-26","28","international","5","antesqueeltiemposevaya-581f5f1a29"
"2026-07-26","28","international","6","savemetonight-57c69ff712"
"2026-07-26","28","international","7","comenzardenuevo-112540cc75"
"2026-07-26","28","international","8","chevere-127f7d0fe4"
"2026-07-26","28","international","9","unanamas-dacddd8a79"
"2026-07-26","28","international","10","bringyourlove-3e36d7d001"
