"date","number","category","rank","songId"
"2026-08-09","30","national","1","elchiquitico-b9b4ac9465"
"2026-08-09","30","national","2","tutienesalgo-f736eae719"
"2026-08-09","30","national","3","sinofueraporti-650a0054d2"
"2026-08-09","30","national","4","sinti-b5cf6d0f05"
"2026-08-09","30","national","5","nohepodidoolvidarte-8a65d99de0"
"2026-08-09","30","national","6","farandula-cf2bfc3eb2"
"2026-08-09","30","national","7","namore-a9143f5cf2"
"2026-08-09","30","national","8","cogelosuave-2141857326"
"2026-08-09","30","national","9","cualquierasalsaversion-35bbdc0b45"
"2026-08-09","30","national","10","cumbiadelosamigos-bdfca40685"
"2026-08-09","30","international","1","tehacenfaltados-39cb9c7329"
"2026-08-09","30","international","2","antesqueeltiemposevaya-581f5f1a29"
"2026-08-09","30","international","3","savemetonight-57c69ff712"
"2026-08-09","30","international","4","daidai-bce248570a"
"2026-08-09","30","international","5","chevere-127f7d0fe4"
"2026-08-09","30","international","6","dandovueltas-61ea5b6f1f"
"2026-08-09","30","international","7","unanamas-dacddd8a79"
"2026-08-09","30","international","8","bringyourlove-3e36d7d001"
"2026-08-09","30","international","9","lovepatinohay-1c6dfaf245"
"2026-08-09","30","international","10","patitoa3-d542f2e175"
