"date","number","category","rank","songId"
"2026-01-18","1","national","1","chaochaito-d8bf7e7644"
"2026-01-18","1","national","2","unacosita-458b24d76d"
"2026-01-18","1","national","3","sinmiedo-68d241f95a"
"2026-01-18","1","national","4","comonadie-cc168e1b76"
"2026-01-18","1","national","5","salvavidas-df979696ed"
"2026-01-18","1","national","6","patodalavida-b83f9a5b3b"
"2026-01-18","1","national","7","mananateolvido-fd0e38bcef"
"2026-01-18","1","national","8","amante-738a8171be"
"2026-01-18","1","national","9","quehago-96015e81a0"
"2026-01-18","1","national","10","vibras-f5616bb528"
"2026-01-18","1","international","1","golden-53fc8a5c44"
"2026-01-18","1","international","2","besitoenlafrente-6e3478d6f1"
"2026-01-18","1","international","3","mirameahora-3075c509d1"
"2026-01-18","1","international","4","bzrpmusicsessionsvol66-8732f5859a"
"2026-01-18","1","international","5","notienesentido-7ac99e1f15"
"2026-01-18","1","international","6","cositalinda-c97d0ed8fa"
"2026-01-18","1","international","7","thefateofophelia-5a1b58dd4e"
"2026-01-18","1","international","8","amediovivir-cfcb991751"
"2026-01-18","1","international","9","luna-3464cc2f4b"
"2026-01-18","1","international","10","sonriele-dc3a5895ca"
