"date","number","category","rank","songId"
"2026-08-02","29","national","1","elchiquitico-b9b4ac9465"
"2026-08-02","29","national","2","tutienesalgo-f736eae719"
"2026-08-02","29","national","3","sinti-b5cf6d0f05"
"2026-08-02","29","national","4","sinofueraporti-650a0054d2"
"2026-08-02","29","national","5","farandula-cf2bfc3eb2"
"2026-08-02","29","national","6","nohepodidoolvidarte-8a65d99de0"
"2026-08-02","29","national","7","cualquierasalsaversion-35bbdc0b45"
"2026-08-02","29","national","8","namore-a9143f5cf2"
"2026-08-02","29","national","9","cumbiadelosamigos-bdfca40685"
"2026-08-02","29","national","10","cogelosuave-2141857326"
"2026-08-02","29","international","1","tehacenfaltados-39cb9c7329"
"2026-08-02","29","international","2","daidai-bce248570a"
"2026-08-02","29","international","3","antesqueeltiemposevaya-581f5f1a29"
"2026-08-02","29","international","4","dandovueltas-61ea5b6f1f"
"2026-08-02","29","international","5","savemetonight-57c69ff712"
"2026-08-02","29","international","6","lovepatinohay-1c6dfaf245"
"2026-08-02","29","international","7","chevere-127f7d0fe4"
"2026-08-02","29","international","8","unanamas-dacddd8a79"
"2026-08-02","29","international","9","bringyourlove-3e36d7d001"
"2026-08-02","29","international","10","comenzardenuevo-112540cc75"
