"date","number","category","rank","songId"
"2026-03-22","10","national","1","magia-0cfd9bf9b7"
"2026-03-22","10","national","2","comonadie-cc168e1b76"
"2026-03-22","10","national","3","nadiecomotu-5461ce5be2"
"2026-03-22","10","national","4","unacosita-458b24d76d"
"2026-03-22","10","national","5","sonriemujer-9ba2a53ad4"
"2026-03-22","10","national","6","lastory-2b8e4dc5a3"
"2026-03-22","10","national","7","meequivoquecontigo-c185e06ee0"
"2026-03-22","10","national","8","cualquierasalsaversion-35bbdc0b45"
"2026-03-22","10","national","9","chaochaito-d8bf7e7644"
"2026-03-22","10","national","10","reinadecorazones-719bab0ec6"
"2026-03-22","10","international","1","cambiare-d875320356"
"2026-03-22","10","international","2","bzrpmusicsessionsvol66-8732f5859a"
"2026-03-22","10","international","3","ijustmight-3b4db880da"
"2026-03-22","10","international","4","algotu-79819abf32"
"2026-03-22","10","international","5","thefateofophelia-5a1b58dd4e"
"2026-03-22","10","international","6","dardos-1a820a379a"
"2026-03-22","10","international","7","cositalinda-c97d0ed8fa"
"2026-03-22","10","international","8","besitoenlafrente-6e3478d6f1"
"2026-03-22","10","international","9","gabriela-cb45e3ba49"
"2026-03-22","10","international","10","unica-2c69f9590f"
