"date","number","category","rank","songId"
"2026-04-19","14","national","1","magia-0cfd9bf9b7"
"2026-04-19","14","national","2","nadiecomotu-5461ce5be2"
"2026-04-19","14","national","3","esebesito-43c3ba862c"
"2026-04-19","14","national","4","comonadie-cc168e1b76"
"2026-04-19","14","national","5","meequivoquecontigo-c185e06ee0"
"2026-04-19","14","national","6","unacosita-458b24d76d"
"2026-04-19","14","national","7","cualquierasalsaversion-35bbdc0b45"
"2026-04-19","14","national","8","reinadecorazones-719bab0ec6"
"2026-04-19","14","national","9","sonriemujer-9ba2a53ad4"
"2026-04-19","14","national","10","mundoloco-9f46f12184"
"2026-04-19","14","international","1","bzrpmusicsessionsvol66-8732f5859a"
"2026-04-19","14","international","2","cambiare-d875320356"
"2026-04-19","14","international","3","algotu-79819abf32"
"2026-04-19","14","international","4","11-b1ab50f6bd"
"2026-04-19","14","international","5","ijustmight-3b4db880da"
"2026-04-19","14","international","6","unica-2c69f9590f"
"2026-04-19","14","international","7","thefateofophelia-5a1b58dd4e"
"2026-04-19","14","international","8","lovepatinohay-1c6dfaf245"
"2026-04-19","14","international","9","dardos-1a820a379a"
"2026-04-19","14","international","10","enemigos-2ec35ea6eb"
