"date","number","category","rank","songId"
"2026-06-07","21","national","1","nadiecomotu-5461ce5be2"
"2026-06-07","21","national","2","cualquierasalsaversion-35bbdc0b45"
"2026-06-07","21","national","3","farandula-cf2bfc3eb2"
"2026-06-07","21","national","4","voyami-b10b5a2806"
"2026-06-07","21","national","5","meequivoquecontigo-c185e06ee0"
"2026-06-07","21","national","6","tutienesalgo-f736eae719"
"2026-06-07","21","national","7","esebesito-43c3ba862c"
"2026-06-07","21","national","8","cumbiadelosamigos-bdfca40685"
"2026-06-07","21","national","9","enotravidacomoesta-e106965a3a"
"2026-06-07","21","national","10","magia-0cfd9bf9b7"
"2026-06-07","21","international","1","lovepatinohay-1c6dfaf245"
"2026-06-07","21","international","2","unica-2c69f9590f"
"2026-06-07","21","international","3","enemigos-2ec35ea6eb"
"2026-06-07","21","international","4","algotu-79819abf32"
"2026-06-07","21","international","5","comenzardenuevo-112540cc75"
"2026-06-07","21","international","6","disculpemesenor-a3dec0c6bf"
"2026-06-07","21","international","7","comoenelidilio-de1af4f95a"
"2026-06-07","21","international","8","regalito-e2fa90eb90"
"2026-06-07","21","international","9","yapaque-95f29db7eb"
"2026-06-07","21","international","10","daidai-bce248570a"
