"date","number","category","rank","songId"
"2026-02-01","3","national","1","unacosita-458b24d76d"
"2026-02-01","3","national","2","chaochaito-d8bf7e7644"
"2026-02-01","3","national","3","comonadie-cc168e1b76"
"2026-02-01","3","national","4","salvavidas-df979696ed"
"2026-02-01","3","national","5","patodalavida-b83f9a5b3b"
"2026-02-01","3","national","6","sinmiedo-68d241f95a"
"2026-02-01","3","national","7","mananateolvido-fd0e38bcef"
"2026-02-01","3","national","8","miprioridad-7e3f504ac5"
"2026-02-01","3","national","9","vibras-f5616bb528"
"2026-02-01","3","national","10","amante-738a8171be"
"2026-02-01","3","international","1","besitoenlafrente-6e3478d6f1"
"2026-02-01","3","international","2","mirameahora-3075c509d1"
"2026-02-01","3","international","3","bzrpmusicsessionsvol66-8732f5859a"
"2026-02-01","3","international","4","golden-53fc8a5c44"
"2026-02-01","3","international","5","cositalinda-c97d0ed8fa"
"2026-02-01","3","international","6","thefateofophelia-5a1b58dd4e"
"2026-02-01","3","international","7","dembow-e7c0653837"
"2026-02-01","3","international","8","notienesentido-7ac99e1f15"
"2026-02-01","3","international","9","temporal-566773360c"
"2026-02-01","3","international","10","amediovivir-cfcb991751"
