"date","number","category","rank","songId"
"2026-04-12","13","national","1","magia-0cfd9bf9b7"
"2026-04-12","13","national","2","nadiecomotu-5461ce5be2"
"2026-04-12","13","national","3","comonadie-cc168e1b76"
"2026-04-12","13","national","4","esebesito-43c3ba862c"
"2026-04-12","13","national","5","unacosita-458b24d76d"
"2026-04-12","13","national","6","sonriemujer-9ba2a53ad4"
"2026-04-12","13","national","7","meequivoquecontigo-c185e06ee0"
"2026-04-12","13","national","8","cualquierasalsaversion-35bbdc0b45"
"2026-04-12","13","national","9","reinadecorazones-719bab0ec6"
"2026-04-12","13","national","10","chaochaito-d8bf7e7644"
"2026-04-12","13","international","1","bzrpmusicsessionsvol66-8732f5859a"
"2026-04-12","13","international","2","cambiare-d875320356"
"2026-04-12","13","international","3","algotu-79819abf32"
"2026-04-12","13","international","4","ijustmight-3b4db880da"
"2026-04-12","13","international","5","dardos-1a820a379a"
"2026-04-12","13","international","6","thefateofophelia-5a1b58dd4e"
"2026-04-12","13","international","7","11-b1ab50f6bd"
"2026-04-12","13","international","8","unica-2c69f9590f"
"2026-04-12","13","international","9","besitoenlafrente-6e3478d6f1"
"2026-04-12","13","international","10","gabriela-cb45e3ba49"
