"date","number","category","rank","songId"
"2026-03-29","11","national","1","magia-0cfd9bf9b7"
"2026-03-29","11","national","2","comonadie-cc168e1b76"
"2026-03-29","11","national","3","sonriemujer-9ba2a53ad4"
"2026-03-29","11","national","4","nadiecomotu-5461ce5be2"
"2026-03-29","11","national","5","unacosita-458b24d76d"
"2026-03-29","11","national","6","meequivoquecontigo-c185e06ee0"
"2026-03-29","11","national","7","cualquierasalsaversion-35bbdc0b45"
"2026-03-29","11","national","8","esebesito-43c3ba862c"
"2026-03-29","11","national","9","reinadecorazones-719bab0ec6"
"2026-03-29","11","national","10","chaochaito-d8bf7e7644"
"2026-03-29","11","international","1","cambiare-d875320356"
"2026-03-29","11","international","2","bzrpmusicsessionsvol66-8732f5859a"
"2026-03-29","11","international","3","dardos-1a820a379a"
"2026-03-29","11","international","4","algotu-79819abf32"
"2026-03-29","11","international","5","ijustmight-3b4db880da"
"2026-03-29","11","international","6","thefateofophelia-5a1b58dd4e"
"2026-03-29","11","international","7","cositalinda-c97d0ed8fa"
"2026-03-29","11","international","8","gabriela-cb45e3ba49"
"2026-03-29","11","international","9","unica-2c69f9590f"
"2026-03-29","11","international","10","besitoenlafrente-6e3478d6f1"
