"date","number","category","rank","songId"
"2026-05-31","20","national","1","nadiecomotu-5461ce5be2"
"2026-05-31","20","national","2","cualquierasalsaversion-35bbdc0b45"
"2026-05-31","20","national","3","meequivoquecontigo-c185e06ee0"
"2026-05-31","20","national","4","farandula-cf2bfc3eb2"
"2026-05-31","20","national","5","voyami-b10b5a2806"
"2026-05-31","20","national","6","esebesito-43c3ba862c"
"2026-05-31","20","national","7","tutienesalgo-f736eae719"
"2026-05-31","20","national","8","magia-0cfd9bf9b7"
"2026-05-31","20","national","9","cumbiadelosamigos-bdfca40685"
"2026-05-31","20","national","10","mundoloco-9f46f12184"
"2026-05-31","20","international","1","unica-2c69f9590f"
"2026-05-31","20","international","2","lovepatinohay-1c6dfaf245"
"2026-05-31","20","international","3","algotu-79819abf32"
"2026-05-31","20","international","4","enemigos-2ec35ea6eb"
"2026-05-31","20","international","5","comoenelidilio-de1af4f95a"
"2026-05-31","20","international","6","comenzardenuevo-112540cc75"
"2026-05-31","20","international","7","disculpemesenor-a3dec0c6bf"
"2026-05-31","20","international","8","11-b1ab50f6bd"
"2026-05-31","20","international","9","regalito-e2fa90eb90"
"2026-05-31","20","international","10","yapaque-95f29db7eb"
